,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
48路,下行,前门站,大栅栏站,煤市街南口站,虎坊桥路口东站,虎坊桥路口西站,果子巷站,菜市口西站,牛街站,牛街礼拜寺站,牛街南口站,南樱桃园路口北站,右安门内站,右安门站,右安门外站,翠林小区站,嘉园一里站,嘉园二里西门站,嘉园三里北站,嘉园三里站,城南嘉园北站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
49路,上行,樊家村公交场站,樊家村站,纪家庙站,夏家胡同站,玉泉营桥西站,玉泉营桥北站,菜户营桥东站,菜户营桥北站,白纸坊桥北站,椿树馆街站,广安门南站,广安门北站,天宁寺桥东站,西便门外站,真武庙站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
49路,下行,真武庙站,复兴门南站,西便门外站,天宁寺桥北站,广安门北站,广安门南站,椿树馆街站,白纸坊桥北站,菜户营桥北站,菜户营桥南站,玉泉营桥北站,玉泉营桥站,玉泉营桥西站,夏家胡同站,丰益桥南站,纪家庙站,樊家村站,樊家村公交场站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
401路,上行,南十里居站,南十里居北站,酒仙桥中心小学站,酒仙桥南站,酒仙桥站,将台路口北站,陈各庄站,王爷坟站,大山子路口南站,西八间房站,京顺路丽都饭店站,四元桥东站,四元桥西站,三元桥东站,三元桥站,三元桥西站,左家庄站,东外斜街站,东直门枢纽站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
401路,下行,东直门枢纽站,东外斜街站,左家庄站,三元桥西站,三元桥站,三元桥东站,四元桥西站,京顺路丽都饭店站,西八间房站,大山子路口南站,王爷坟站,陈各庄站,将台路口北站,酒仙桥站,酒仙桥南站,酒仙桥中心小学站,南十里居北站,南十里居站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
402路,上行,祁家坟站,潘道庙站,北京工业大学站,北京工业大学北站,平乐园站,南磨房站,劲松桥东站,双井桥南站,双井桥北站,大北窑南站,大北窑北站,光华桥北站,呼家楼北站,白家庄站,农业展览馆站,亮马桥站,燕莎桥东站,安家楼站,朝阳公园北门站,东风桥东站,酒仙桥商场站,酒仙桥站,将台路口北站,陈各庄站,王爷坟站,大山子路口南站,彩虹路站,望京公园站,草场地站,南皋西站,南皋站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
402路,下行,南皋站,南皋西站,草场地站,望京公园站,彩虹路站,大山子路口南站,王爷坟站,陈各庄站,将台路口北站,酒仙桥站,酒仙桥商场站,东风桥东站,朝阳公园北门站,安家楼站,燕莎桥东站,亮马桥站,农业展览馆站,白家庄站,呼家楼南站,光华桥南站,大北窑南站,双井桥北站,双井桥南站,劲松桥东站,南磨房站,平乐园站,北京工业大学北站,北京工业大学站,潘道庙站,祁家坟站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
403路,上行,北京站东站,日坛路站,永安里路口北站,芳草地南站,芳草地站,东大桥路口南站,朝阳医院站,工人体育场站,幸福三村站,塔园村站,华都饭店站,燕莎桥北站,三元桥站,三元桥东站,四元桥西站,京顺路丽都饭店站,西八间房站,大山子路口东站,北京电机总厂站,环行铁道站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
403路,下行,环行铁道站,北京电机总厂站,大山子路口东站,西八间房站,京顺路丽都饭店站,四元桥东站,四元桥西站,三元桥东站,三元桥站,三元东桥西站,华都饭店站,新源南路西口站,塔园村站,幸福三村站,工人体育场站,朝阳医院站,东大桥路口北站,芳草地站,芳草地南站,永安里路口北站,日坛路站,北京站东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
404路,上行,来广营西桥东站,来广营路口西站,广顺桥南站,利泽中街西口站,望京花园西区站,侯庄路口南站,大西洋新城东门站,广顺南大街北口站,望花路东里站,阜通东大街站,望京医院站,京顺路丽都饭店站,四元桥东站,四元桥西站,三元桥东站,三元桥站,三元桥西站,左家庄站,东直门枢纽站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
404路,下行,东直门枢纽站,左家庄站,三元桥西站,三元桥站,三元桥东站,四元桥西站,京顺路丽都饭店站,广顺南大街南口站,阜通东大街站,望京医院站,花家地北里站,望花路站,广顺南大街北口站,大西洋新城东门站,侯庄路口南站,望京花园西区站,利泽中街西口站,广顺桥南站,来广营路口西站,来广营西桥东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
405路,上行,四惠枢纽站,八王坟东站,郎家园站,大北窑北站,光华桥北站,呼家楼北站,白家庄站,农业展览馆站,亮马桥站,燕莎桥南站,三元庵站,麦子店西街站,五里沟站,肖君庙站,芳园里西站,芳园里站,王爷坟站,大山子路口南站,大山桥东站,五元桥西站,东辛店站,北皋站,东郊农场站,兰花苑西路站,兰花苑东路北站,孙河站,孙河东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
405路,下行,孙河东站,孙河站,兰花苑东路北站,兰花苑西路站,东郊农场站,北皋站,东辛店站,望京村站,大山桥东站,大山子路口南站,王爷坟站,芳园里站,芳园里西站,肖君庙站,五里沟站,麦子店西街站,三元庵站,燕莎桥南站,亮马桥站,农业展览馆站,白家庄站,呼家楼南站,光华桥南站,大北窑东站,郎家园站,四惠枢纽站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
407路,上行,马连店站,马连店村站,马连店南口站,龙禧苑二区站,北店嘉园站,龙禧苑三区路口西站,回龙观公交场站,回龙园站,风雅园南站,龙华园站,北郊农场桥东站,北郊农场桥站,京昌路回龙观站,西三旗桥南站,四拨子站,清河小营桥南站,亚运村站,安慧桥东站,惠新东桥西站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
407路,下行,惠新东桥西站,安慧桥东站,亚运村站,北辰桥西站,健翔桥东站,安翔桥北站,清河小营桥北站,四拨子站,西三旗桥北站,京昌路回龙观站,北郊农场桥南站,北郊农场桥东站,龙华园站,风雅园南站,回龙园站,回龙观公交场站,龙禧苑三区路口西站,北店嘉园站,流星花园站,马连店南口站,马连店村站,马连店站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
408路,上行,慧忠里站,炎黄艺术馆站,安慧桥北站,安慧桥东站,惠新东桥西站,惠新东桥东站,育慧里站,望和桥站,望和桥东站,望京桥西站,望京桥东站,京顺路丽都饭店站,丽都饭店站,高家园站,将台路口西站,酒仙桥站,酒仙桥中心小学站,南十里居北站,南十里居站,星火西路北站,星火西路站,豆各庄站,豆各庄路口南站,石佛营东里站,十里堡北区站,八里庄北里东站,八里庄北里站,高庙站,石佛营西里站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
408路,下行,石佛营西里站,高庙站,八里庄北里站,八里庄北里东站,十里堡北区站,石佛营东里站,豆各庄路口南站,豆各庄站,星火西路站,星火西路北站,南十里居站,南十里居北站,酒仙桥中心小学站,酒仙桥站,将台路口西站,高家园站,丽都饭店站,京顺路丽都饭店站,法制日报社站,阜通东大街西口站,望京桥东站,望京桥西站,望和桥东站,望和桥站,育慧里站,惠新东桥西站,安慧桥东站,安慧桥北站,炎黄艺术馆站,慧忠里站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
409路,上行,阜成门内站,白塔寺站,西四路口北站,平安里路口南站,护国寺站,新街口北站,积水潭桥南站,德胜门站,鼓楼桥西站,钟楼北桥北站,鼓楼外大街南站,鼓楼外大街北站,安华桥南站,安华桥北站,安贞西里站,安贞医院北站,地铁安贞门站,奥体东门站,安苑东里站,安苑路站,惠新里站,对外经贸大学站,中国现代文学馆站,育慧南路站,望和桥站,望和桥东站,望京桥西站,南湖西里站,南湖南路站,南湖南路北口站,南湖东园站,侯庄路口北站,望京花园西区站,利泽中街西口站,广顺桥南站,来广营路口西站,来广营西桥东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
409路,下行,来广营西桥东站,来广营路口西站,广顺桥南站,利泽中街西口站,望京花园西区站,湖光北街东口站,南湖东园站,南湖南路北口站,南湖南路站,南湖西里站,望京桥西站,望和桥东站,望和桥站,育慧里站,惠新东桥东站,育慧南路站,中国现代文学馆站,对外经贸大学站,惠新里站,安苑路站,安苑东里站,奥体东门站,地铁安贞门站,安贞医院北站,安贞西里站,安华桥北站,安华桥南站,鼓楼外大街北站,鼓楼外大街南站,钟楼北桥北站,鼓楼桥西站,德胜门站,积水潭桥南站,新街口北站,护国寺站,平安里路口南站,西四路口北站,白塔寺站,阜成门内站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
410路,上行,汇源路公交场站,兴政街西口站,黄村西大街站,化纤俱乐部站,清源西里站,兴华园站,洪村站,康顺园小区站,高米店站,郁花园站,西红门南站,西红门北站,九龙山庄站,新发地村站,新发地桥北站,马家楼桥北站,玉泉营桥南站,玉泉营桥站,玉泉营桥北站,菜户营桥东站,白纸坊桥北站,椿树馆街站,广安门南站,达官营站,广外甘石桥站,湾子站,北京西站南广场站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
410路,下行,北京西站南广场站,湾子站,广外甘石桥站,达官营站,广安门南站,椿树馆街站,白纸坊桥南站,菜户营桥北站,玉泉营桥北站,玉泉营桥站,玉泉营桥南站,马家楼桥北站,新发地桥北站,新发地村站,九龙山庄站,西红门北站,西红门南站,郁花园站,高米店站,康庄路东口站,洪村站,兴华园站,清源西里站,黄村公园站,化纤俱乐部站,黄村西大街站,兴政街西口站,汇源路公交场站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
411路,上行,富力又一城站,朝丰家园站,朝丰家园北站,豆各庄桥站,白鹿司东站,于家围站,何家坟站,咸宁侯站,东柳站,双桥南站,地铁双桥站,朝阳路三间房站,第二外国语学院站,定福庄站,大黄庄桥东站,朝阳路高井站,民航医院站,青年路南口站,甘露园小区站,十里堡站,东八里庄站,慈云寺站,英家坟站,红庙路口东站,小庄站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
411路,下行,小庄站,红庙路口东站,英家坟站,慈云寺站,东八里庄站,十里堡站,甘露园小区站,青年路南口站,民航医院站,朝阳路高井站,大黄庄桥东站,定福庄站,第二外国语学院站,朝阳路三间房站,地铁双桥站,双桥南站,东柳站,咸宁侯站,何家坟站,于家围站,白鹿司东站,白鹿司站,柏阳景园小区站,五方桥西站,王四营桥东站,五方桥东站,朝丰家园北站,朝丰家园站,富力又一城站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
412路,上行,单店站,康静里站,康静里南站,平房北站,平房东口站,平房路站,白家楼站,大黄庄桥西站,朝阳路高井站,民航医院站,青年路南口站,甘露园站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
412路,下行,甘露园站,青年路南口站,民航医院站,朝阳路高井站,大黄庄桥西站,白家楼站,平房路站,平房东口站,平房北站,康静里南站,康静里站,单店站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
413路,上行,东直门站,春秀路站,塔园村站,华都饭店站,燕莎桥西站,燕莎桥东站,安家楼站,安家楼东站,朝阳公园北门站,东风桥东站,酒仙桥商场站,南十里居北站,南十里居站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
413路,下行,南十里居站,南十里居北站,酒仙桥商场站,东风桥东站,朝阳公园北门站,安家楼东站,安家楼站,燕莎桥东站,燕莎桥西站,新源南路西口站,塔园村站,春秀路站,东直门站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
414路,上行,地铁海淀五路居站,恩济西街站,恩济西街南站,定慧寺东站,八宝庄站,翠微西里站,罗道庄站,玉渊潭南路站,普惠南里站,柳林馆站,玉渊潭南门站,北京西站,马连道北路站,湾子路口南站,马连道西里站,马连道胡同站,柳村站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
414路,下行,柳村站,马连道胡同站,马连道西里站,湾子路口南站,马连道北路站,北京西站,北京世纪坛医院站,皇亭子站,玉渊潭南门站,柳林馆站,普惠南里站,玉渊潭南路站,罗道庄站,翠微西里站,八里庄桥站,定慧寺东站,恩济西街南站,恩济西街站,地铁海淀五路居站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
